1001/100	7+8
10755	1075	3/9
10756	1075	4/9
10757	1075	5/9
10758	1075	6/9
10759	X
10760	1075	7/9
10761	1075	8/9
10762	1076	0/8
10763	1076	1/8
10764	1076	2/8
10765	1076	3/8
10766	1076	4/8
10767	X
10768	1076	5/8
10769	1076	6/8
10770	1076	7/8
10771	1077	0/9
10772	1077	1/9
10773	1077	2/9
10774	1077	3/9
10775	X
10776	1077	4/9
10777	1077	5/9
10778	1077	6/9
10779	1077	7/9
10780	1077	8/9
10781	1078	0/9
10782	1078	1/9
10783	X
10784	1078	2/9
10785	1078	3/9
10786	1078	4/9
10787	1078	5/9
10788	1078	6/9
10789	1078	7/9
10790	1078	8/9
10791	X
10792	1079	0/9
10793	1079	1/9
10794	1079	2/9
10795	1079	3/9
10796	1079	4/9
10797	1079	5/9
10798	1079	6/9
10799	X
10800	1079	7/9
10801	1079	8/9
10802	1080	0/8
10803	1080	1/8
10804	1080	2/8
10805	1080	3/8
10806	1080	4/8
10807	X
10808	1080	5/8
10809	1080	6/8
10810	1080	7/8
10811	1081	0/9
10812	1081	1/9
10813	1081	2/9
10814	1081	3/9
10815	X
10816	1081	4/9
10817	1081	5/9
10818	1081	6/9
10819	1081	7/9
10820	1081	8/9
10821	1082	0/9
10822	1082	1/9
10823	X
10824	1082	2/9
10825	1082	3/9
10826	1082	4/9
10827	1082	5/9
10828	1082	6/9
10829	1082	7/9
10830	1082	8/9
10831	X
10832	1083	0/9
10833	1083	1/9
10834	1083	2/9
10835	1083	3/9
10836	1083	4/9
10837	1083	5/9
10838	1083	6/9
10839	X
10840	1083	7/9
10841	1083	8/9
10842	1084	0/8
10843	1084	1/8
10844	1084	2/8
10845	1084	3/8
10846	1084	4/8
10847	X
10848	1084	5/8
10849	1084	6/8
10850	1084	7/8
10851	1085	0/9
10852	1085	1/9
10853	1085	2/9
10854	1085	3/9
10855	X
10856	1085	4/9
10857	1085	5/9
10858	1085	6/9
10859	1085	7/9
10860	1085	8/9
10861	1086	0/9
10862	1086	1/9
10863	X
10864	1086	2/9
10865	1086	3/9
10866	1086	4/9
10867	1086	5/9
10868	1086	6/9
10869	1086	7/9
10870	1086	8/9
10871	X
10872	1087	0/9
10873	1087	1/9
10874	1087	2/9
10875	1087	3/9
10876	1087	4/9
10877	1087	5/9
10878	1087	6/9
10879	X
10880	1087	7/9
10881	1087	8/9
10882	1088	0/8
10883	1088	1/8
10884	1088	2/8
10885	1088	3/8
10886	1088	4/8
10887	X
10888	1088	5/8
10889	1088	6/8
10890	1088	7/8
10891	1089	0/9
10892	1089	1/9
10893	1089	2/9
10894	1089	3/9
10895	X
10896	1089	4/9
10897	1089	5/9
10898	1089	6/9
10899	1089	7/9
10900	1089	8/9
10901	1090	0/9
10902	1090	1/9
10903	X
10904	1090	2/9
10905	1090	3/9
10906	1090	4/9
10907	1090	5/9
10908	1090	6/9
10909	1090	7/9
10910	1090	8/9
10911	X
10912	1091	0/9
10913	1091	1/9
10914	1091	2/9
10915	1091	3/9
10916	1091	4/9
10917	1091	5/9
10918	1091	6/9
10919	X
10920	1091	7/9
10921	1091	8/9
10922	1092	0/8
10923	1092	1/8
10924	1092	2/8
10925	1092	3/8
10926	1092	4/8
10927	X
10928	1092	5/8
10929	1092	6/8
10930	1092	7/8
10931	1093	0/9
10932	1093	1/9
10933	1093	2/9
10934	1093	3/9
10935	X
10936	1093	4/9
10937	1093	5/9
10938	1093	6/9
10939	1093	7/9
10940	1093	8/9
10941	1094	0/9
10942	1094	1/9
10943	X
10944	1094	2/9
10945	1094	3/9
10946	1094	4/9
10947	1094	5/9
10948	1094	6/9
10949	1094	7/9
10950	1094	8/9
10951	X
10952	1095	0/9
10953	1095	1/9
10954	1095	2/9
10955	1095	3/9
10956	1095	4/9
10957	1095	5/9
10958	1095	6/9
10959	X
10960	1095	7/9
10961	1095	8/9
10962	1096	0/8
10963	1096	1/8
10964	1096	2/8
10965	1096	3/8
10966	1096	4/8
10967	X
10968	1096	5/8
10969	1096	6/8
10970	1096	7/8
10971	1097	0/9
10972	1097	1/9
10973	1097	2/9
10974	1097	3/9
10975	X
10976	1097	4/9
10977	1097	5/9
10978	1097	6/9
10979	1097	7/9
10980	1097	8/9
10981	1098	0/9
10982	1098	1/9
10983	X
10984	1098	2/9
10985	1098	3/9
10986	1098	4/9
10987	1098	5/9
10988	1098	6/9
10989	1098	7/9
10990	1098	8/9
10991	X
10992	1099	0/10
10993	1099	1/10
10994	1099	2/10
10995	1099	3/10
10996	1099	4/10
10997	1099	5/10
10998	1099	6/10
10999	X
11000	1099	7/10
11001	1099	8/10
11002	1099	9/10
11003	1100	0/8
11004	1100	1/8
11005	1100	2/8
11006	1100	3/8
11007	X
11008	1100	4/8
11009	1100	5/8
11010	1100	6/8
11011	1100	7/8
11012	1101	0/9
11013	1101	1/9
11014	1101	2/9
11015	X
11016	1101	3/9
11017	1101	4/9
11018	1101	5/9
11019	1101	6/9
11020	1101	7/9
11021	1101	8/9
11022	1102	0/9
11023	X
11024	1102	1/9
11025	1102	2/9
11026	1102	3/9
11027	1102	4/9
11028	1102	5/9
11029	1102	6/9
11030	1102	7/9
11031	X
11032	1102	8/9
11033	1103	0/9
11034	1103	1/9
11035	1103	2/9
11036	1103	3/9
11037	1103	4/9
11038	1103	5/9
11039	X
11040	1103	6/9
11041	1103	7/9
11042	1103	8/9
11043	1104	0/8
11044	1104	1/8
11045	1104	2/8
11046	1104	3/8
11047	X
11048	1104	4/8
11049	1104	5/8
11050	1104	6/8
11051	1104	7/8
11052	1105	0/9
11053	1105	1/9
11054	1105	2/9
11055	X
11056	1105	3/9
11057	1105	4/9
11058	1105	5/9
11059	1105	6/9
11060	1105	7/9
11061	1105	8/9
11062	1106	0/9
11063	X
11064	1106	1/9
11065	1106	2/9
11066	1106	3/9
11067	1106	4/9
11068	1106	5/9
11069	1106	6/9
11070	1106	7/9
11071	X
11072	1106	8/9
11073	1107	0/9
11074	1107	1/9
11075	1107	2/9
11076	1107	3/9
11077	1107	4/9
11078	1107	5/9
11079	X
11080	1107	6/9
11081	1107	7/9
11082	1107	8/9
11083	1108	0/8
11084	1108	1/8
11085	1108	2/8
11086	1108	3/8
11087	X
11088	1108	4/8
11089	1108	5/8
11090	1108	6/8
11091	1108	7/8
11092	1109	0/9
11093	1109	1/9
11094	1109	2/9
11095	X
11096	1109	3/9
11097	1109	4/9
11098	1109	5/9
11099	1109	6/9
11100	1109	7/9
11101	1109	8/9
11102	1110	0/9
11103	X
11104	1110	1/9
11105	1110	2/9
11106	1110	3/9
11107	1110	4/9
11108	1110	5/9
11109	1110	6/9
11110	1110	7/9
11111	X
11112	1110	8/9
11113	1111	0/9
11114	1111	1/9
11115	1111	2/9
11116	1111	3/9
11117	1111	4/9
11118	1111	5/9
11119	X
11120	1111	6/9
11121	1111	7/9
11122	1111	8/9
11123	1112	0/8
11124	1112	1/8
11125	1112	2/8
11126	1112	3/8
11127	X
11128	1112	4/8
11129	1112	5/8
11130	1112	6/8
11131	1112	7/8
11132	1113	0/9
11133	1113	1/9
11134	1113	2/9
11135	X
11136	1113	3/9
11137	1113	4/9
11138	1113	5/9
11139	1113	6/9
11140	1113	7/9
11141	1113	8/9
11142	1114	0/9
11143	X
11144	1114	1/9
11145	1114	2/9
11146	1114	3/9
11147	1114	4/9
11148	1114	5/9
11149	1114	6/9
11150	1114	7/9
11151	X
11152	1114	8/9
11153	1115	0/9
11154	1115	1/9
11155	1115	2/9
11156	1115	3/9
11157	1115	4/9
11158	1115	5/9
11159	X
11160	1115	6/9
11161	1115	7/9
11162	1115	8/9
11163	1116	0/8
11164	1116	1/8
11165	1116	2/8
11166	1116	3/8
11167	X
11168	1116	4/8
11169	1116	5/8
11170	1116	6/8
11171	1116	7/8
11172	1117	0/9
11173	1117	1/9
11174	1117	2/9
11175	X
11176	1117	3/9
11177	1117	4/9
11178	1117	5/9
11179	1117	6/9
11180	1117	7/9
11181	1117	8/9
11182	1118	0/9
11183	X
11184	1118	1/9
11185	1118	2/9
11186	1118	3/9
11187	1118	4/9
11188	1118	5/9
11189	1118	6/9
11190	1118	7/9
11191	X
11192	1118	8/9
11193	1119	0/9
11194	1119	1/9
11195	1119	2/9
11196	1119	3/9
11197	1119	4/9
11198	1119	5/9
11199	X
11200	1119	6/9
11201	1119	7/9
11202	1119	8/9
11203	1120	0/8
11204	1120	1/8
11205	1120	2/8
11206	1120	3/8
11207	X
11208	1120	4/8
11209	1120	5/8
11210	1120	6/8
11211	1120	7/8
11212	1121	0/9
11213	1121	1/9
11214	1121	2/9
11215	X
11216	1121	3/9
11217	1121	4/9
11218	1121	5/9
11219	1121	6/9
11220	1121	7/9
11221	1121	8/9
11222	1122	0/9
11223	X
11224	1122	1/9
11225	1122	2/9
11226	1122	3/9
11227	1122	4/9
11228	1122	5/9
11229	1122	6/9
11230	1122	7/9
11231	X
11232	1122	8/9
11233	1123	0/9
11234	1123	1/9
11235	1123	2/9
11236	1123	3/9
11237	1123	4/9
11238	1123	5/9
11239	X
11240	1123	6/9
11241	1123	7/9
11242	1123	8/9
11243	1124	0/8
11244	1124	1/8
11245	1124	2/8
11246	1124	3/8
11247	X
11248	1124	4/8
11249	1124	5/8
11250	1124	6/8
11251	1124	7/8
11252	1125	0/9
11253	1125	1/9
11254	1125	2/9
11255	X
11256	1125	3/9
11257	1125	4/9
11258	1125	5/9
11259	1125	6/9
11260	1125	7/9
11261	1125	8/9
11262	1126	0/9
11263	X
11264	1126	1/9
11265	1126	2/9
11266	1126	3/9
11267	1126	4/9
11268	1126	5/9
11269	1126	6/9
11270	1126	7/9
11271	X
11272	1126	8/9
11273	1127	0/9
11274	1127	1/9
11275	1127	2/9
11276	1127	3/9
11277	1127	4/9
11278	1127	5/9
11279	X
11280	1127	6/9
11281	1127	7/9
11282	1127	8/9
11283	1128	0/8
11284	1128	1/8
11285	1128	2/8
11286	1128	3/8
11287	X
11288	1128	4/8
11289	1128	5/8
11290	1128	6/8
11291	1128	7/8
11292	1129	0/9
11293	1129	1/9
11294	1129	2/9
11295	X
11296	1129	3/9
11297	1129	4/9
11298	1129	5/9
11299	1129	6/9
11300	1129	7/9
11301	1129	8/9
11302	1130	0/9
11303	X
11304	1130	1/9
11305	1130	2/9
11306	1130	3/9
11307	1130	4/9
11308	1130	5/9
11309	1130	6/9
11310	1130	7/9
11311	X
11312	1130	8/9
11313	1131	0/9
11314	1131	1/9
11315	1131	2/9
11316	1131	3/9
11317	1131	4/9
11318	1131	5/9
11319	X
11320	1131	6/9
11321	1131	7/9
11322	1131	8/9
11323	1132	0/8
11324	1132	1/8
11325	1132	2/8
11326	1132	3/8
11327	X
11328	1132	4/8
11329	1132	5/8
11330	1132	6/8
11331	1132	7/8
11332	1133	0/9
11333	1133	1/9
11334	1133	2/9
11335	X
11336	1133	3/9
11337	1133	4/9
11338	1133	5/9
11339	1133	6/9
11340	1133	7/9
11341	1133	8/9
11342	1134	0/9
11343	X
11344	1134	1/9
11345	1134	2/9
11346	1134	3/9
11347	1134	4/9
11348	1134	5/9
11349	1134	6/9
11350	1134	7/9
11351	X
11352	1134	8/9
11353	1135	0/9
11354	1135	1/9
11355	1135	2/9
11356	1135	3/9
11357	1135	4/9
11358	1135	5/9
11359	X
11360	1135	6/9
11361	1135	7/9
11362	1135	8/9
11363	1136	0/8
11364	1136	1/8
11365	1136	2/8
11366	1136	3/8
11367	X
11368	1136	4/8
11369	1136	5/8
11370	1136	6/8
11371	1136	7/8
11372	1137	0/9
11373	1137	1/9
11374	1137	2/9
11375	X
11376	1137	3/9
11377	1137	4/9
11378	1137	5/9
11379	1137	6/9
11380	1137	7/9
11381	1137	8/9
11382	1138	0/9
11383	X
11384	1138	1/9
11385	1138	2/9
11386	1138	3/9
11387	1138	4/9
11388	1138	5/9
11389	1138	6/9
11390	1138	7/9
11391	X
11392	1138	8/9
11393	1139	0/9
11394	1139	1/9
11395	1139	2/9
11396	1139	3/9
11397	1139	4/9
11398	1139	5/9
11399	X
11400	1139	6/9
11401	1139	7/9
11402	1139	8/9
11403	1140	0/8
11404	1140	1/8
11405	1140	2/8
11406	1140	3/8
11407	X
11408	1140	4/8
11409	1140	5/8
11410	1140	6/8
11411	1140	7/8
11412	1141	0/9
11413	1141	1/9
11414	1141	2/9
11415	X
11416	1141	3/9
11417	1141	4/9
11418	1141	5/9
11419	1141	6/9
11420	1141	7/9
11421	1141	8/9
11422	1142	0/9
11423	X
11424	1142	1/9
11425	1142	2/9
11426	1142	3/9
11427	1142	4/9
11428	1142	5/9
11429	1142	6/9
11430	1142	7/9
11431	X
11432	1142	8/9
11433	1143	0/9
11434	1143	1/9
11435	1143	2/9
11436	1143	3/9
11437	1143	4/9
11438	1143	5/9
11439	X
11440	1143	6/9
11441	1143	7/9
11442	1143	8/9
11443	1144	0/8
11444	1144	1/8
11445	1144	2/8
11446	1144	3/8
11447	X
11448	1144	4/8
11449	1144	5/8
11450	1144	6/8
11451	1144	7/8
11452	1145	0/9
11453	1145	1/9
11454	1145	2/9
11455	X
11456	1145	3/9
11457	1145	4/9
11458	1145	5/9
11459	1145	6/9
11460	1145	7/9
11461	1145	8/9
11462	1146	0/9
11463	X
11464	1146	1/9
11465	1146	2/9
11466	1146	3/9
11467	1146	4/9
11468	1146	5/9
11469	1146	6/9
11470	1146	7/9
11471	X
11472	1146	8/9
11473	1147	0/9
11474	1147	1/9
11475	1147	2/9
11476	1147	3/9
11477	1147	4/9
11478	1147	5/9
11479	X
11480	1147	6/9
11481	1147	7/9
11482	1147	8/9
11483	1148	0/8
11484	1148	1/8
11485	1148	2/8
11486	1148	3/8
11487	X
11488	1148	4/8
11489	1148	5/8
11490	1148	6/8
11491	1148	7/8
11492	1149	0/9
11493	1149	1/9
11494	1149	2/9
11495	X
11496	1149	3/9
11497	1149	4/9
11498	1149	5/9
11499	1149	6/9
11500	1149	7/9
11501	1149	8/9
11502	1150	0/9
11503	X
11504	1150	1/9
11505	1150	2/9
11506	1150	3/9
11507	1150	4/9
11508	1150	5/9
11509	1150	6/9
11510	1150	7/9
11511	X
11512	1150	8/9
11513	1151	0/9
11514	1151	1/9
11515	1151	2/9
11516	1151	3/9
11517	1151	4/9
11518	1151	5/9
11519	X
11520	1151	6/9
11521	1151	7/9
11522	1151	8/9
11523	1152	0/8
11524	1152	1/8
11525	1152	2/8
11526	1152	3/8
11527	X
11528	1152	4/8
11529	1152	5/8
11530	1152	6/8
11531	1152	7/8
11532	1153	0/9
11533	1153	1/9
11534	1153	2/9
11535	X
11536	1153	3/9
11537	1153	4/9
11538	1153	5/9
11539	1153	6/9
11540	1153	7/9
11541	1153	8/9
11542	1154	0/9
11543	X
11544	1154	1/9
11545	1154	2/9
11546	1154	3/9
11547	1154	4/9
11548	1154	5/9
11549	1154	6/9
11550	1154	7/9
11551	X
11552	1154	8/9
11553	1155	0/9
11554	1155	1/9
11555	1155	2/9
11556	1155	3/9
11557	1155	4/9
11558	1155	5/9
11559	X
11560	1155	6/9
11561	1155	7/9
11562	1155	8/9
11563	1156	0/8
11564	1156	1/8
11565	1156	2/8
11566	1156	3/8
11567	X
11568	1156	4/8
11569	1156	5/8
11570	1156	6/8
11571	1156	7/8
11572	1157	0/9
11573	1157	1/9
11574	1157	2/9
11575	X
11576	1157	3/9
11577	1157	4/9
11578	1157	5/9
11579	1157	6/9
11580	1157	7/9
11581	1157	8/9
11582	1158	0/9
11583	X
11584	1158	1/9
11585	1158	2/9
11586	1158	3/9
11587	1158	4/9
11588	1158	5/9
11589	1158	6/9
11590	1158	7/9
11591	X
11592	1158	8/9
11593	1159	0/9
11594	1159	1/9
11595	1159	2/9
11596	1159	3/9
11597	1159	4/9
11598	1159	5/9
11599	X
11600	1159	6/9
11601	1159	7/9
11602	1159	8/9
11603	1160	0/8
11604	1160	1/8
11605	1160	2/8
11606	1160	3/8
11607	X
11608	1160	4/8
11609	1160	5/8
11610	1160	6/8
11611	1160	7/8
11612	1161	0/9
11613	1161	1/9
11614	1161	2/9
11615	X
11616	1161	3/9
11617	1161	4/9
11618	1161	5/9
11619	1161	6/9
11620	1161	7/9
11621	1161	8/9
11622	1162	0/9
11623	X
11624	1162	1/9
11625	1162	2/9
11626	1162	3/9
11627	1162	4/9
11628	1162	5/9
11629	1162	6/9
11630	1162	7/9
11631	X
11632	1162	8/9
11633	1163	0/9
11634	1163	1/9
11635	1163	2/9
11636	1163	3/9
11637	1163	4/9
11638	1163	5/9
11639	X
11640	1163	6/9
11641	1163	7/9
11642	1163	8/9
11643	1164	0/8
11644	1164	1/8
11645	1164	2/8
11646	1164	3/8
11647	X
11648	1164	4/8
11649	1164	5/8
11650	1164	6/8
11651	1164	7/8
11652	1165	0/9
11653	1165	1/9
11654	1165	2/9
11655	X
11656	1165	3/9
11657	1165	4/9
11658	1165	5/9
11659	1165	6/9
11660	1165	7/9
11661	1165	8/9
11662	1166	0/9
11663	X
11664	1166	1/9
11665	1166	2/9
11666	1166	3/9
11667	1166	4/9
11668	1166	5/9
11669	1166	6/9
11670	1166	7/9
11671	X
11672	1166	8/9
11673	1167	0/9
11674	1167	1/9
11675	1167	2/9
11676	1167	3/9
11677	1167	4/9
11678	1167	5/9
11679	X
11680	1167	6/9
11681	1167	7/9
11682	1167	8/9
11683	1168	0/8
11684	1168	1/8
11685	1168	2/8
11686	1168	3/8
11687	X
11688	1168	4/8
11689	1168	5/8
11690	1168	6/8
11691	1168	7/8
11692	1169	0/9
11693	1169	1/9
11694	1169	2/9
11695	X
11696	1169	3/9
11697	1169	4/9
11698	1169	5/9
11699	1169	6/9
11700	1169	7/9
11701	1169	8/9
11702	1170	0/9
11703	X
11704	1170	1/9
11705	1170	2/9
11706	1170	3/9
11707	1170	4/9
11708	1170	5/9
11709	1170	6/9
11710	1170	7/9
11711	X
11712	1170	8/9
11713	1171	0/9
11714	1171	1/9
11715	1171	2/9
11716	1171	3/9
11717	1171	4/9
11718	1171	5/9
11719	X
11720	1171	6/9
11721	1171	7/9
11722	1171	8/9
11723	1172	0/8
11724	1172	1/8
11725	1172	2/8
11726	1172	3/8
11727	X
11728	1172	4/8
11729	1172	5/8
11730	1172	6/8
11731	1172	7/8
11732	1173	0/9
11733	1173	1/9
11734	1173	2/9
11735	X
11736	1173	3/9
11737	1173	4/9
11738	1173	5/9
11739	1173	6/9
11740	1173	7/9
11741	1173	8/9
11742	1174	0/9
11743	X
11744	1174	1/9
11745	1174	2/9
11746	1174	3/9
11747	1174	4/9
11748	1174	5/9
11749	1174	6/9
11750	1174	7/9
11751	X
11752	1174	8/9
11753	1175	0/9
11754	1175	1/9
11755	1175	2/9
11756	1175	3/9
11757	1175	4/9
11758	1175	5/9
11759	X
11760	1175	6/9
11761	1175	7/9
11762	1175	8/9
11763	1176	0/8
11764	1176	1/8
11765	1176	2/8
11766	1176	3/8
11767	X
11768	1176	4/8
11769	1176	5/8
11770	1176	6/8
11771	1176	7/8
11772	1177	0/9
11773	1177	1/9
11774	1177	2/9
11775	X
11776	1177	3/9
11777	1177	4/9
11778	1177	5/9
11779	1177	6/9
11780	1177	7/9
11781	1177	8/9
11782	1178	0/9
11783	X
11784	1178	1/9
11785	1178	2/9
11786	1178	3/9
11787	1178	4/9
11788	1178	5/9
11789	1178	6/9
11790	1178	7/9
11791	X
11792	1178	8/9
11793	1179	0/9
11794	1179	1/9
11795	1179	2/9
11796	1179	3/9
11797	1179	4/9
11798	1179	5/9
11799	X
11800	1179	6/9
11801	1179	7/9
11802	1179	8/9
11803	1180	0/8
11804	1180	1/8
11805	1180	2/8
11806	1180	3/8
11807	X
11808	1180	4/8
11809	1180	5/8
11810	1180	6/8
11811	1180	7/8
11812	1181	0/9
11813	1181	1/9
11814	1181	2/9
11815	X
11816	1181	3/9
11817	1181	4/9
11818	1181	5/9
11819	1181	6/9
11820	1181	7/9
11821	1181	8/9
11822	1182	0/9
11823	X
11824	1182	1/9
11825	1182	2/9
11826	1182	3/9
11827	1182	4/9
11828	1182	5/9
11829	1182	6/9
11830	1182	7/9
11831	X
11832	1182	8/9
11833	1183	0/9
11834	1183	1/9
11835	1183	2/9
11836	1183	3/9
11837	1183	4/9
11838	1183	5/9
11839	X
11840	1183	6/9
11841	1183	7/9
11842	1183	8/9
11843	1184	0/8
11844	1184	1/8
11845	1184	2/8
11846	1184	3/8
11847	X
11848	1184	4/8
11849	1184	5/8
11850	1184	6/8
11851	1184	7/8
11852	1185	0/9
11853	1185	1/9
11854	1185	2/9
11855	X
11856	1185	3/9
11857	1185	4/9
11858	1185	5/9
11859	1185	6/9
11860	1185	7/9
11861	1185	8/9
11862	1186	0/9
11863	X
11864	1186	1/9
11865	1186	2/9
11866	1186	3/9
11867	1186	4/9
11868	1186	5/9
11869	1186	6/9
11870	1186	7/9
11871	X
11872	1186	8/9
11873	1187	0/9
11874	1187	1/9
11875	1187	2/9
11876	1187	3/9
11877	1187	4/9
11878	1187	5/9
11879	X
11880	1187	6/9
11881	1187	7/9
11882	1187	8/9
11883	1188	0/8
11884	1188	1/8
11885	1188	2/8
11886	1188	3/8
11887	X
11888	1188	4/8
11889	1188	5/8
11890	1188	6/8
11891	1188	7/8
11892	1189	0/9
11893	1189	1/9
11894	1189	2/9
11895	X
11896	1189	3/9
11897	1189	4/9
11898	1189	5/9
11899	1189	6/9
11900	1189	7/9
11901	1189	8/9
11902	1190	0/9
11903	X
11904	1190	1/9
11905	1190	2/9
11906	1190	3/9
11907	1190	4/9
11908	1190	5/9
11909	1190	6/9
11910	1190	7/9
11911	X
11912	1190	8/9
11913	1191	0/9
11914	1191	1/9
11915	1191	2/9
11916	1191	3/9
11917	1191	4/9
11918	1191	5/9
11919	X
11920	1191	6/9
11921	1191	7/9
11922	1191	8/9
11923	1192	0/8
11924	1192	1/8
11925	1192	2/8
11926	1192	3/8
11927	X
11928	1192	4/8
11929	1192	5/8
11930	1192	6/8
11931	1192	7/8
11932	1193	0/9
11933	1193	1/9
11934	1193	2/9
11935	X
11936	1193	3/9
11937	1193	4/9
11938	1193	5/9
11939	1193	6/9
11940	1193	7/9
11941	1193	8/9
11942	1194	0/9
11943	X
11944	1194	1/9
11945	1194	2/9
11946	1194	3/9
11947	1194	4/9
11948	1194	5/9
11949	1194	6/9
11950	1194	7/9
11951	X
11952	1194	8/9
11953	1195	0/9
11954	1195	1/9
11955	1195	2/9
11956	1195	3/9
11957	1195	4/9
11958	1195	5/9
11959	X
11960	1195	6/9
11961	1195	7/9
11962	1195	8/9
11963	1196	0/8
11964	1196	1/8
11965	1196	2/8
11966	1196	3/8
11967	X
11968	1196	4/8
11969	1196	5/8
11970	1196	6/8
11971	1196	7/8
11972	1197	0/9
11973	1197	1/9
11974	1197	2/9
11975	X
11976	1197	3/9
11977	1197	4/9
11978	1197	5/9
11979	1197	6/9
11980	1197	7/9
11981	1197	8/9
11982	1198	0/9
11983	X
11984	1198	1/9
11985	1198	2/9
11986	1198	3/9
11987	1198	4/9
11988	1198	5/9
11989	1198	6/9
11990	1198	7/9
11991	X
11992	1198	8/9
11993	1199	0/10
11994	1199	1/10
11995	1199	2/10
11996	1199	3/10
11997	1199	4/10
11998	1199	5/10
11999	X
12000	1199	6/10
12001	1199	7/10
12002	1199	8/10
12003	1199	9/10
12004	1200	0/8
12005	1200	1/8
12006	1200	2/8
12007	X
12008	1200	3/8
12009	1200	4/8
12010	1200	5/8
12011	1200	6/8
12012	1200	7/8
12013	1201	0/9
12014	1201	1/9
12015	X
12016	1201	2/9
12017	1201	3/9
12018	1201	4/9
12019	1201	5/9
12020	1201	6/9
12021	1201	7/9
12022	1201	8/9
12023	X
12024	1202	0/9
12025	1202	1/9
12026	1202	2/9
12027	1202	3/9
12028	1202	4/9
12029	1202	5/9
12030	1202	6/9
12031	X
12032	1202	7/9
12033	1202	8/9
12034	1203	0/9
12035	1203	1/9
12036	1203	2/9
12037	1203	3/9
12038	1203	4/9
12039	X
12040	1203	5/9
12041	1203	6/9
12042	1203	7/9
12043	1203	8/9
12044	1204	0/8
12045	1204	1/8
12046	1204	2/8
12047	X
12048	1204	3/8
12049	1204	4/8
12050	1204	5/8
12051	1204	6/8
12052	1204	7/8
12053	1205	0/9
12054	1205	1/9
12055	X
12056	1205	2/9
12057	1205	3/9
12058	1205	4/9
12059	1205	5/9
12060	1205	6/9
12061	1205	7/9
12062	1205	8/9
12063	X
12064	1206	0/9
12065	1206	1/9
12066	1206	2/9
12067	1206	3/9
12068	1206	4/9
12069	1206	5/9
12070	1206	6/9
12071	X
12072	1206	7/9
12073	1206	8/9
12074	1207	0/9
12075	1207	1/9
12076	1207	2/9
12077	1207	3/9
12078	1207	4/9
12079	X
12080	1207	5/9
12081	1207	6/9
12082	1207	7/9
12083	1207	8/9
12084	1208	0/8
12085	1208	1/8
12086	1208	2/8
12087	X
12088	1208	3/8
12089	1208	4/8
12090	1208	5/8
12091	1208	6/8
12092	1208	7/8
12093	1209	0/9
12094	1209	1/9
12095	X
12096	1209	2/9
12097	1209	3/9
12098	1209	4/9
12099	1209	5/9
12100	1209	6/9
12101	1209	7/9
12102	1209	8/9
12103	X
12104	1210	0/9
12105	1210	1/9
12106	1210	2/9
12107	1210	3/9
12108	1210	4/9
12109	1210	5/9
12110	1210	6/9
12111	X
12112	1210	7/9
12113	1210	8/9
12114	1211	0/9
12115	1211	1/9
12116	1211	2/9
12117	1211	3/9
12118	1211	4/9
12119	X
12120	1211	5/9
12121	1211	6/9
12122	1211	7/9
12123	1211	8/9
12124	1212	0/8
12125	1212	1/8
12126	1212	2/8
12127	X
12128	1212	3/8
12129	1212	4/8
12130	1212	5/8
12131	1212	6/8
12132	1212	7/8
12133	1213	0/9
12134	1213	1/9
12135	X
12136	1213	2/9
12137	1213	3/9
12138	1213	4/9
12139	1213	5/9
12140	1213	6/9
12141	1213	7/9
12142	1213	8/9
12143	X
12144	1214	0/9
12145	1214	1/9
12146	1214	2/9
12147	1214	3/9
12148	1214	4/9
12149	1214	5/9
12150	1214	6/9
12151	X
12152	1214	7/9
12153	1214	8/9
12154	1215	0/9
12155	1215	1/9
12156	1215	2/9
12157	1215	3/9
12158	1215	4/9
12159	X
12160	1215	5/9
12161	1215	6/9
12162	1215	7/9
12163	1215	8/9
12164	1216	0/8
12165	1216	1/8
12166	1216	2/8
12167	X
12168	1216	3/8
12169	1216	4/8
12170	1216	5/8
12171	1216	6/8
12172	1216	7/8
12173	1217	0/9
12174	1217	1/9
12175	X
12176	1217	2/9
12177	1217	3/9
12178	1217	4/9
12179	1217	5/9
12180	1217	6/9
12181	1217	7/9
12182	1217	8/9
12183	X
12184	1218	0/9
12185	1218	1/9
12186	1218	2/9
12187	1218	3/9
12188	1218	4/9
12189	1218	5/9
12190	1218	6/9
12191	X
12192	1218	7/9
12193	1218	8/9
12194	1219	0/9
12195	1219	1/9
12196	1219	2/9
12197	1219	3/9
12198	1219	4/9
12199	X
12200	1219	5/9
12201	1219	6/9
12202	1219	7/9
12203	1219	8/9
12204	1220	0/8
12205	1220	1/8
12206	1220	2/8
12207	X
12208	1220	3/8
12209	1220	4/8
12210	1220	5/8
12211	1220	6/8
12212	1220	7/8
12213	1221	0/9
12214	1221	1/9
12215	X
12216	1221	2/9
12217	1221	3/9
12218	1221	4/9
12219	1221	5/9
12220	1221	6/9
12221	1221	7/9
12222	1221	8/9
12223	X
12224	1222	0/9
12225	1222	1/9
12226	1222	2/9
12227	1222	3/9
12228	1222	4/9
12229	1222	5/9
12230	1222	6/9
12231	X
12232	1222	7/9
12233	1222	8/9
12234	1223	0/9
12235	1223	1/9
12236	1223	2/9
12237	1223	3/9
12238	1223	4/9
12239	X
12240	1223	5/9
12241	1223	6/9
12242	1223	7/9
12243	1223	8/9
12244	1224	0/8
12245	1224	1/8
12246	1224	2/8
